market,is_cumulative,seq,code,name,board_date,purpose_code,amount_cap,planned_shares,price_low,price_high,period_start,period_end,done,standard_data,bought_shares,cancelled_transferred_shares,bought_ratio_pct,bought_amount,avg_price,bought_of_outstanding_pct,note,purpose_text
sii,False,1,1101,台泥,97/11/12,1,"18,071,420,913","30,000,000",14.04,26.48,97/11/13,98/01/11,Y,,0,,0.00,0,0.00,0.00,因預定買回期間本公司股價與大盤相較並無超跌情形，為維護股東權益及考量員工未來認股意願，故未予執行,轉讓股份予員工
sii,False,1,1101,台泥,107/02/02,1,"47,291,021,000","6,000,000",26.53,56.63,107/02/05,107/04/03,Y,,"6,000,000","6,000,000",100.00,"218,165,694",36.36,0.14,,轉讓股份予員工
sii,False,1,1101,台泥,108/05/10,1,"78,440,337,000","10,000,000",29.75,63.62,108/05/13,108/07/12,Y,,"8,000,000","8,000,000",80.00,"348,959,120",43.62,0.15,原預定買回期間本公司股價與大盤相較無超跌情形，為維護股東權益及考量員工認股意願，故未執行完畢。,轉讓股份予員工
sii,False,1,1101,台泥,109/03/20,1,"82,253,560,000","8,000,000",25.90,61.95,109/03/23,109/05/22,Y,,"4,000,000","4,000,000",50.00,"171,600,146",42.90,0.07,原預定買回期間本公司股價與大盤相較無超跌情形，為維護股東權益及考量員工認股意願，故未執行完畢。,轉讓股份予員工
sii,False,1,1101,台泥,112/01/04,1,"106,225,892,000","20,000,000",23.45,50.99,112/01/05,112/03/03,Y,,"20,000,000",,100.00,"732,458,798",36.62,0.28,,轉讓股份予員工
sii,False,1,1101,台泥,114/06/30,1,"126,554,019,000","10,000,000",17.85,41.50,114/07/01,114/08/01,Y,,"10,000,000",,100.00,"246,980,915",24.70,0.13,,轉讓股份予員工
sii,False,1,1101,台泥,114/06/30,3,"126,554,019,000","28,000,000",17.85,41.50,114/08/04,114/08/29,Y,,"28,000,000","28,000,000",100.00,"656,204,639",23.44,0.36,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1101,台泥,----,----,----,"112,000,000",----,----,----,----,----,,"76,000,000","46,000,000",67.86,"2,374,369,312",----,----,----,----
sii,False,2,1102,亞泥,90/07/05,3,"6,276,981,000","50,000,000",9.00,13.00,90/07/06,90/09/05,Y,,"35,513,000","35,513,000",71.03,"398,083,186",11.21,1.74,因股價波動，及限時、限價、限量掛單買進，致使部分買單未能撮合,維護公司信用及股東權益並辦理註銷
sii,False,2,1102,亞泥,90/09/21,3,"5,647,170,000","15,000,000",8.00,13.00,90/09/24,90/11/23,Y,,"14,783,000","14,783,000",98.55,"142,479,756",9.64,0.71,"最後交易日,收盤前市場惜售,只有買進價格,無賣出價格,致使部分買",維護公司信用及股東權益並辦理註銷
sii,True,累計,1102,亞泥,----,----,----,"65,000,000",----,----,----,----,----,,"50,296,000","50,296,000",77.38,"540,562,942",----,----,----,----
sii,False,3,1103,嘉泥,89/09/29,1,"1,505,388,000","4,600,000",5.00,10.00,89/09/30,89/10/29,Y,,"4,600,000","4,600,000",100.00,"32,178,019",7.00,0.66,,轉讓股份予員工
sii,False,3,1103,嘉泥,93/05/07,1,"2,258,301,186","40,000,000",12.00,15.00,93/05/10,93/07/09,Y,,"839,000","839,000",2.10,"10,858,550",12.94,0.12,"為維護整體股東權益,本公司視股價變化買回本公司股份,執行率為2.",轉讓股份予員工
sii,False,3,1103,嘉泥,94/07/19,3,"2,004,764,068","29,000,000",10.00,15.00,94/07/20,94/09/19,Y,,"25,113,000","25,113,000",86.60,"351,144,147",13.98,3.59,本公司視股價變化買回本公司股份已達董事會預定金額上限3.5億,維護公司信用及股東權益並辦理註銷
sii,False,3,1103,嘉泥,96/08/28,3,"6,106,498,007","16,000,000",20.00,30.00,96/08/29,96/10/28,Y,,"1,799,000","1,799,000",11.24,"44,850,751",24.93,0.27,股價高於所訂買回區間價格,維護公司信用及股東權益並辦理註銷
sii,False,3,1103,嘉泥,97/07/15,3,"6,440,717,950","20,000,000",20.00,25.00,97/07/16,97/09/15,Y,,"13,246,000","13,246,000",66.23,"252,028,425",19.03,1.97,係因為兼顧市場機制及維護整體股東權益，本公司視股價變化考量資金之有效運用，故未予以全部執行完畢,維護公司信用及股東權益並辦理註銷
sii,False,3,1103,嘉泥,97/10/09,3,"6,440,771,000","30,000,000",12.00,20.00,97/10/13,97/12/08,Y,,"7,953,000","7,953,000",26.51,"92,579,478",11.64,1.08,本公司係視股價變化採取分批買回策略，於執行期間內，股價波動相對穩定，故未依原預定數量全數買回。,維護公司信用及股東權益並辦理註銷
sii,False,3,1103,嘉泥,104/08/28,3,"8,077,885,000","25,000,000",7.00,12.00,104/08/29,104/10/27,Y,,"2,048,000","2,048,000",8.19,"20,833,700",10.17,0.26,為兼顧市場機制及維護股東權益，本公司考量股價變化及成交量狀況，故未執行完畢,維護公司信用及股東權益並辦理註銷
sii,False,3,1103,嘉泥,107/11/13,1,"7,964,118,000","3,000,000",9.00,18.00,107/11/14,108/01/11,Y,,"3,000,000","3,000,000",100.00,"41,072,581",13.69,0.39,,轉讓股份予員工
sii,False,3,1103,嘉泥,109/03/25,1,"8,863,013,000","7,000,000",11.00,16.00,109/03/26,109/05/24,Y,,"1,435,000","1,435,000",20.50,"22,239,663",15.50,0.19,原預定買回期間本公司股價與大盤相較無超跌情形，為維護股東權益及考量員工認股意願，故未執行完畢。,轉讓股份予員工
sii,False,3,1103,嘉泥,114/04/10,1,"9,060,971,000","3,500,000",11.00,16.00,114/04/11,114/06/10,Y,,"1,574,000",,44.97,"23,349,373",14.83,0.20,原預定買回期間本公司股價與大盤相較無超跌情形，為維護股東權益及考量員工認股意願，故未執行完畢。,轉讓股份予員工
sii,True,累計,1103,嘉泥,----,----,----,"178,100,000",----,----,----,----,----,,"61,607,000","60,033,000",34.59,"891,134,687",----,----,----,----
sii,False,4,1104,環泥,89/11/28,3,"1,576,045,000","42,459,000",4.00,10.00,89/11/29,90/01/28,Y,,"31,290,000","31,290,000",73.69,"193,304,700",6.18,7.37,集中市場變動較預期為佳,維護公司信用及股東權益並辦理註銷
sii,False,4,1104,環泥,90/09/21,3,"1,410,845,000","39,330,000",4.80,10.00,90/09/24,90/11/23,Y,,"35,300,000","35,300,000",89.75,"223,672,043",6.34,8.98,,維護公司信用及股東權益並辦理註銷
sii,False,4,1104,環泥,91/06/18,3,"1,212,934,000","35,800,000",6.00,10.00,91/06/19,91/08/18,Y,,0,0,0.00,0,0.00,0.00,集中市場變動較預期為佳,維護公司信用及股東權益並辦理註銷
sii,False,4,1104,環泥,91/09/05,3,"1,469,581,000","28,000,000",7.00,13.00,91/09/06,91/11/05,Y,,"11,100,000","11,100,000",39.64,"96,740,446",8.72,3.10,執行期間股價上下波動，限時限價採低接為原則至部份買單未成交,維護公司信用及股東權益並辦理註銷
sii,False,4,1104,環泥,94/08/29,3,"1,836,644,000","10,000,000",9.00,16.00,94/08/30,94/10/30,Y,,"2,762,000","2,762,000",27.62,"30,400,849",11.01,0.60,"1.執行期間,股價上下波動,限時、限價採低接為原則,至部分買單未成交。2.股價不振,待以後再另次實施買回。",維護公司信用及股東權益並辦理註銷
sii,False,4,1104,環泥,95/04/17,3,"1,502,564,000","5,000,000",8.00,10.00,95/04/18,95/06/17,Y,,0,,0.00,0,0.00,0.00,"執行期間,僅於6月9日盤中短暫瞬間股票價格在10元,其餘股價均在申報買回區間價格上限,故未成交任何一股股票。",維護公司信用及股東權益並辦理註銷
sii,False,4,1104,環泥,95/06/29,3,"1,626,494,286","5,000,000",8.00,10.00,95/06/30,95/08/29,Y,,"823,000","823,000",16.46,"8,226,090",10.00,0.18,"執行期間,股價大都在申報買回區間價格上,僅部分時日在買回區間價格內, 且轉讓賣出股數不多,致未執行完畢。",維護公司信用及股東權益並辦理註銷
sii,False,4,1104,環泥,95/09/04,3,"1,918,444,000","5,000,000",8.00,10.00,95/09/05,95/11/04,Y,,0,,0.00,0,0.00,0.00,"執行期間,本公司股票隨集中市場股價上揚,股票價格均在申報買回區間價格以上,致未成交一股。",維護公司信用及股東權益並辦理註銷
sii,True,累計,1104,環泥,----,----,----,"170,589,000",----,----,----,----,----,,"81,275,000","81,275,000",47.64,"552,344,128",----,----,----,----
sii,False,5,1109,信大,92/10/24,3,"1,234,414,800","15,000,000",7.00,11.50,92/10/27,92/12/26,Y,,"4,122,000","4,122,000",27.48,"35,617,812",8.64,0.98,買回期間股價波動，考量庫藏股買回成本及維護股東權益。,維護公司信用及股東權益並辦理註銷
sii,False,5,1109,信大,97/10/23,3,"1,764,687,408","30,000,000",6.10,10.00,97/10/27,97/12/22,Y,,"3,504,000","3,504,000",11.68,"25,488,632",7.27,0.82,買回期間價格波動，考量庫藏股買回成本及維護股東權益,維護公司信用及股東權益並辦理註銷
sii,False,5,1109,信大,97/12/26,3,"1,826,821,862","30,000,000",6.10,10.00,97/12/26,98/02/25,Y,,"4,585,000","4,585,000",15.28,"38,704,193",8.44,1.07,買回期間價格波動，考量庫藏股買回成本及維護股東權益,維護公司信用及股東權益並辦理註銷
sii,False,5,1109,信大,111/05/20,3,"3,986,188,230","6,839,157",15.00,23.00,111/05/23,111/07/22,Y,,"799,000","799,000",11.68,"15,755,532",19.72,0.23,基於維護股東權益並兼顧市場機制，公司視股價變化及成交量狀況採取分批買回策略，故未全數執行完畢。,維護公司信用及股東權益並辦理註銷
sii,True,累計,1109,信大,----,----,----,"81,839,157",----,----,----,----,----,,"13,010,000","13,010,000",15.90,"115,566,169",----,----,----,----
sii,False,6,1110,東泥,94/11/15,3,"2,007,408,355","10,000,000",5.00,8.00,94/11/16,95/01/15,Y,,"3,253,000","3,253,000",32.53,"20,705,405",6.37,0.55,1、執行期間股價上下波動，限時、限價採低接為原則，至部份買單未成交。2、股價不振待以後再另次實施買回。,維護公司信用及股東權益並辦理註銷
sii,False,6,1110,東泥,95/02/09,3,"2,007,408,355","10,000,000",5.00,8.00,95/02/13,95/04/12,Y,,"7,314,000","7,314,000",73.14,"46,101,950",6.30,1.25,1、執行期間股價上下波動，限時、限價採低接為原則，致部份買單未成交。,維護公司信用及股東權益並辦理註銷
sii,False,6,1110,東泥,97/09/17,3,"1,804,984,369","20,000,000",6.00,12.00,97/09/18,97/11/17,Y,,"4,000,000","4,000,000",20.00,"29,943,383",7.49,0.69,買回期間股價已止跌回穩，為顧及本公司股東權益，採取分批買回及低接不追高原則，故未予以全部執行完畢。,維護公司信用及股東權益並辦理註銷
sii,True,累計,1110,東泥,----,----,----,"40,000,000",----,----,----,----,----,,"14,567,000","14,567,000",36.42,"96,750,738",----,----,----,----
sii,False,7,1210,大成,89/09/20,1,"572,714,829","10,000,000",7.00,13.00,89/09/21,89/10/13,Y,,"10,000,000","10,000,000",100.00,"102,105,968",10.21,2.41,,轉讓股份予員工
sii,False,7,1210,大成,94/04/29,1,"933,772,493","6,000,000",8.00,10.00,94/05/02,94/07/01,Y,,"6,000,000","6,000,000",100.00,"55,083,486",9.18,1.49,,轉讓股份予員工
sii,False,7,1210,大成,94/07/15,1,"813,164,159","6,000,000",9.00,11.50,94/07/18,94/09/16,Y,,"6,000,000","6,000,000",100.00,"61,345,559",10.22,1.49,,轉讓股份予員工
sii,False,7,1210,大成,113/03/14,1,"11,779,724,865","9,000,000",50.00,80.00,113/03/15,113/05/14,Y,,"9,000,000",,100.00,"516,115,038",57.35,1.01,,轉讓股份予員工
sii,True,累計,1210,大成,----,----,----,"31,000,000",----,----,----,----,----,,"31,000,000","22,000,000",100.00,"734,650,051",----,----,----,----
sii,False,8,1216,統一,90/10/22,3,"6,132,664,000","334,765,720",7.14,12.15,90/10/23,90/12/22,Y,,"5,671,000","5,671,000",1.69,"58,459,300",10.31,0.17,買回期間股價穩定並為顧及本公司股東權益,維護公司信用及股東權益並辦理註銷
sii,False,8,1216,統一,91/09/09,3,"4,895,467,000","100,000,000",7.10,11.62,91/09/10,91/11/09,Y,,"17,859,000","17,859,000",17.86,"177,751,200",9.95,0.53,買回期間股價穩定，並為顧及股東權益,維護公司信用及股東權益並辦理註銷
sii,False,8,1216,統一,92/03/03,3,"5,231,552,000","200,000,000",8.12,11.00,92/03/04,92/05/03,Y,,"13,778,000","13,778,000",6.89,"134,360,400",9.75,0.40,,維護公司信用及股東權益並辦理註銷
sii,False,8,1216,統一,92/05/02,3,"5,105,023,000","100,000,000",7.04,11.00,92/05/05,92/07/04,Y,,"15,511,000","15,511,000",15.51,"153,199,300",9.88,0.45,買回期間股價穩定，並為顧及股東權益,維護公司信用及股東權益並辦理註銷
sii,False,8,1216,統一,92/10/13,3,"6,125,774,000","100,000,000",10.00,14.00,92/10/14,92/12/13,Y,,"19,713,000","19,713,000",19.71,"261,119,600",13.25,0.58,,維護公司信用及股東權益並辦理註銷
sii,False,8,1216,統一,94/09/06,3,"6,465,785,000","50,000,000",10.00,15.00,94/09/07,94/11/06,Y,,"21,259,000","21,259,000",42.52,"280,907,750",13.21,0.63,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1216,統一,----,----,----,"884,765,720",----,----,----,----,----,,"93,791,000","93,791,000",10.60,"1,065,797,550",----,----,----,----
sii,False,9,1217,愛之味,100/12/09,1,"181,002,781","15,000,000",8.00,12.00,100/12/12,101/02/08,Y,,"10,484,000","10,484,000",69.89,"100,581,966",9.59,2.11,為維護整體股東權益，兼顧市場機制，視股價變化及成交量狀況採行分批買回策略，故未執行完畢。,轉讓股份予員工
sii,True,累計,1217,愛之味,----,----,----,"15,000,000",----,----,----,----,----,,"10,484,000","10,484,000",69.89,"100,581,966",----,----,----,----
sii,False,10,1219,福壽,91/01/14,3,"77,522,000","4,000,000",4.00,10.00,91/01/16,91/03/15,Y,,"1,304,000","1,304,000",32.60,"6,155,628",4.72,0.53,"股價逐漸回穩為顧及本公司股東權益,故未執行完畢",維護公司信用及股東權益並辦理註銷
sii,False,10,1219,福壽,109/04/07,1,"476,765,356","10,000,000",13.00,26.00,109/04/08,109/06/06,Y,,"364,000",,3.64,"6,734,625",18.50,0.11,因執行期間股價穩定，並考量股東權益及資金有效運用，故未全數執行完畢。,轉讓股份予員工
sii,True,累計,1219,福壽,----,----,----,"14,000,000",----,----,----,----,----,,"1,668,000","1,304,000",11.91,"12,890,253",----,----,----,----
sii,False,11,1220,台榮,90/10/22,3,"314,881,250","2,000,000",3.70,10.00,90/10/24,90/12/21,Y,,"2,000,000","2,000,000",100.00,"12,335,921",6.17,1.12,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1220,台榮,----,----,----,"2,000,000",----,----,----,----,----,,"2,000,000","2,000,000",100.00,"12,335,921",----,----,----,----
sii,False,12,1225,福懋油,92/11/12,3,"91,732,000","18,678,000",3.29,7.08,92/11/13,93/01/12,Y,,"9,577,000","9,577,000",51.27,"49,998,660",5.22,5.13,股價穩定，已達到維護股東權益之目的。,維護公司信用及股東權益並辦理註銷
sii,False,12,1225,福懋油,93/06/29,3,"205,335,000","17,721,000",4.20,9.30,93/06/30,93/08/29,Y,,"14,510,000","14,510,000",81.88,"99,997,663",6.89,8.19,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1225,福懋油,----,----,----,"36,399,000",----,----,----,----,----,,"24,087,000","24,087,000",66.17,"149,996,323",----,----,----,----
sii,False,13,1229,聯華,90/12/04,1,"1,672,590,000","5,000,000",4.00,8.00,90/12/05,91/02/04,Y,,"1,783,000","1,783,000",35.66,"11,710,517",6.57,0.27,"因股價逐漸回穩,為顧及本公司股東權益及考慮員工未來認股意願,故",轉讓股份予員工
sii,False,13,1229,聯華,91/03/13,1,"1,672,590,000","3,000,000",6.00,10.00,91/03/14,91/05/13,Y,,"3,000,000","3,000,000",100.00,"26,816,941",8.94,0.45,,轉讓股份予員工
sii,False,13,1229,聯華,91/08/20,1,"1,642,019,000","5,000,000",7.00,10.00,91/08/21,91/10/20,Y,,"5,000,000","5,000,000",100.00,"39,362,725",7.87,0.76,,轉讓股份予員工
sii,False,13,1229,聯華,92/05/22,1,"2,019,301,000","3,000,000",6.50,8.00,92/05/23,92/07/22,Y,,"970,000","970,000",32.33,"7,533,328",7.77,0.15,預定買回期間，僅7個交易日落在買回區間價格；另股價自六月上旬,轉讓股份予員工
sii,False,13,1229,聯華,92/10/15,1,"1,976,881,000","3,000,000",8.00,10.00,92/10/16,92/12/15,Y,,"3,000,000","3,000,000",100.00,"28,828,105",9.61,0.45,,轉讓股份予員工
sii,False,13,1229,聯華,93/04/30,1,"2,193,341,000","3,000,000",8.00,10.00,93/05/01,93/06/30,Y,,"3,000,000","3,000,000",100.00,"28,466,301",9.49,0.45,,轉讓股份予員工
sii,False,13,1229,聯華,94/05/12,3,"2,455,943,245","5,000,000",10.00,10.80,94/05/13,94/06/03,Y,,"1,510,000","1,510,000",30.20,"16,107,282",10.67,0.23,董事會決議提前終止買回公司股份作業,維護公司信用及股東權益並辦理註銷
sii,False,13,1229,聯華,97/09/18,1,"4,409,097,357","5,000,000",8.00,10.00,97/09/19,97/11/18,Y,,"1,821,000","1,821,000",36.42,"17,680,549",9.71,0.23,本公司為維護整體股東權益，加以台灣股市受國際股市影響甚鉅且本公司視股價變化採取分批買回策略，使本次庫藏股買回執行率為36.42%，未完全執行完畢。,轉讓股份予員工
sii,False,13,1229,聯華,115/05/25,1,"15,458,997,858","14,000,000",39.00,48.00,115/05/26,115/07/24,Y,,"1,763,000",,12.59,"70,377,948",39.92,0.10,為維護本公司全體股東權益及兼顧市場機制，本公司視股價變化及成交量狀況採取分批買回策略，故未執行完畢,轉讓股份予員工
sii,True,累計,1229,聯華,----,----,----,"46,000,000",----,----,----,----,----,,"21,847,000","20,084,000",47.49,"246,883,696",----,----,----,----
sii,False,14,1235,興泰,93/07/26,1,"159,995,830","4,116,000",12.00,28.00,93/07/28,93/09/27,Y,,"2,834,000","2,834,000",68.85,"45,762,533",16.15,6.88,為兼顧協調市場機制，有效資金運用，同時維護股東權益，故本次庫,轉讓股份予員工
sii,False,14,1235,興泰,93/12/14,3,"172,490,787","1,280,000",10.00,20.00,93/12/17,94/02/16,Y,,"1,222,000","1,222,000",95.47,"16,644,996",13.62,2.97,兼顧協調市場機制，有效資金運用，同時維護股東權益，故本次庫藏,維護公司信用及股東權益並辦理註銷
sii,False,14,1235,興泰,94/12/01,3,"164,365,157","1,600,000",10.00,19.00,94/12/05,95/02/04,Y,,"570,000","570,000",35.63,"7,706,767",13.52,1.28,兼顧協調市場機制，有效資金運用，同時維護股東權益，故本次庫藏股買回執行率為35.63%，未完全執行完畢。,維護公司信用及股東權益並辦理註銷
sii,True,累計,1235,興泰,----,----,----,"6,996,000",----,----,----,----,----,,"4,626,000","4,626,000",66.12,"70,114,296",----,----,----,----
sii,False,15,1310,台苯,95/01/03,1,"952,639,535","25,000,000",13.00,18.00,95/01/04,95/03/03,Y,,"807,000","807,000",3.23,"12,119,378",15.02,0.14,"考量買回期間股價維持穩定，採限時、限價低接，且股價並未跌至本公司預計大量買回之價位，並為顧及本公司股東權益及員工未來認股意願,故未予以完全執行完畢",轉讓股份予員工
sii,False,15,1310,台苯,95/03/30,1,"896,043,518","15,000,000",12.00,15.00,95/04/04,95/06/03,Y,,"10,332,000","10,332,000",68.88,"143,314,554",13.87,1.82,"考量買回期間股價維持穩定，採限時、限價低接之原則，顧及股東權益及員工未來認股意願,故未能依預定數量全數買回",轉讓股份予員工
sii,False,15,1310,台苯,97/09/22,3,"1,214,945,791","15,000,000",5.23,10.00,97/09/24,97/11/22,Y,,"15,000,000","15,000,000",100.00,"107,933,335",7.20,2.47,,維護公司信用及股東權益並辦理註銷
sii,False,15,1310,台苯,109/03/23,1,"1,305,034,402","7,000,000",8.61,25.77,109/03/25,109/05/22,Y,,"1,040,000","1,040,000",14.86,"15,186,712",14.60,0.20,為兼顧市場機制及員工認股意願,轉讓股份予員工
sii,True,累計,1310,台苯,----,----,----,"62,000,000",----,----,----,----,----,,"27,179,000","27,179,000",43.84,"278,553,979",----,----,----,----
sii,False,16,1312,國喬,90/03/26,1,"1,139,876,000","10,000,000",10.00,17.00,90/03/27,90/04/16,Y,,"10,000,000","10,000,000",100.00,"125,786,894",12.58,1.56,,轉讓股份予員工
sii,False,16,1312,國喬,97/09/09,1,"409,507,000","22,000,000",4.00,12.00,97/09/10,97/11/09,Y,,"4,170,000","4,170,000",18.95,"19,858,700",4.76,0.59,經濟基本面不佳與股市低迷，本次庫藏股買回執行率為18.95%，為顧及本公司長期資金規劃及維護股東權益，故未能於買回期間屆滿前執行完畢。,轉讓股份予員工
sii,True,累計,1312,國喬,----,----,----,"32,000,000",----,----,----,----,----,,"14,170,000","14,170,000",44.28,"145,645,594",----,----,----,----
sii,False,17,1313,聯成,89/11/07,1,"1,181,859,000","6,000,000",5.00,10.00,89/11/08,90/01/07,Y,,"5,205,000","5,205,000",86.75,"27,692,038",5.32,0.76,"執行期間因股價上下波動,限時.限價.限量交易等因素,致部份買單未",轉讓股份予員工
sii,False,17,1313,聯成,90/10/09,1,"969,146,000","6,000,000",3.50,8.00,90/10/11,90/12/10,Y,,"2,120,000","2,120,000",35.33,"8,198,203",3.87,0.31,"執行期間因整體經濟環境未明,為顧及本公司股東權益及考量員工認",轉讓股份予員工
sii,False,17,1313,聯成,93/03/24,1,"1,242,688,000","10,000,000",10.00,12.00,93/03/25,93/05/24,Y,,"7,612,000","7,612,000",76.12,"84,559,976",11.11,1.05,預定買回期間僅有少數交易日落在買回區間價格可予執行，隨後因股,轉讓股份予員工
sii,False,17,1313,聯成,94/05/17,1,"1,974,570","5,000,000",9.00,11.00,94/05/18,94/07/17,Y,,"1,700,000","1,700,000",34.00,"18,562,031",10.92,0.23,預定買回期間僅有少數交易日落在買回區間價格可予執行，隨後因股,轉讓股份予員工
sii,False,17,1313,聯成,94/11/03,3,"2,238,227,000","10,000,000",9.50,11.00,94/11/04,95/01/03,Y,,"10,000,000","10,000,000",100.00,"99,335,030",9.93,1.32,,維護公司信用及股東權益並辦理註銷
sii,False,17,1313,聯成,95/03/10,3,"2,238,227,000","10,000,000",9.50,11.00,95/03/13,95/05/12,Y,,"10,000,000","10,000,000",100.00,"97,684,045",9.77,1.32,,維護公司信用及股東權益並辦理註銷
sii,False,17,1313,聯成,95/06/09,1,"2,153,762,300","10,000,000",9.50,11.00,95/06/12,95/08/11,Y,,"10,000,000","10,000,000",100.00,"104,222,361",10.42,1.34,,轉讓股份予員工
sii,False,17,1313,聯成,96/12/05,1,"3,975,720,000","10,000,000",18.00,21.00,96/12/06,97/02/05,Y,,"8,000,000","8,000,000",80.00,"142,025,933",17.75,0.99,考量買回期間，股價受國際股市劇烈波動，經審慎評估致少數股數未按預計數量全數買回。,轉讓股份予員工
sii,False,17,1313,聯成,97/10/28,1,"4,485,360,000","10,000,000",6.00,8.50,97/10/29,97/12/28,Y,,"3,787,000","3,787,000",37.87,"30,080,885",7.94,0.45,買回多數期間高於買回區間價格上限，故未能於買回期間屆滿前執行完畢。,轉讓股份予員工
sii,False,17,1313,聯成,100/09/29,1,"5,603,179,000","10,000,000",12.00,14.50,100/09/30,100/11/29,Y,,"6,883,000","6,883,000",68.83,"95,957,084",13.94,0.65,考量後續資金運用之效益及維護股東權益與兼顧市場機制，故未予以全部執行完畢。,轉讓股份予員工
sii,False,17,1313,聯成,103/11/11,1,"5,313,485,000","10,000,000",9.50,11.00,103/11/12,104/01/11,Y,,"5,217,000","5,217,000",52.17,"54,907,772",10.52,0.45,股價高於買回區間價格上限，且為維護股東權益與兼顧市場機制，並考量後續資金運用之效益，故未予以全部執行完畢。,轉讓股份予員工
sii,False,17,1313,聯成,104/02/05,1,"5,313,485,000","10,000,000",11.00,12.50,104/02/06,104/04/05,Y,,"3,200,000","3,200,000",32.00,"36,807,380",11.50,0.28,為維護股東權益與兼顧市場機制，並考量後續資金運用之效益，故未予以全部執行完畢。,轉讓股份予員工
sii,False,17,1313,聯成,104/06/10,1,"4,832,598,585","10,000,000",9.50,11.00,104/06/11,104/08/10,Y,,"10,000,000","10,000,000",100.00,"98,062,867",9.81,0.85,,轉讓股份予員工
sii,False,17,1313,聯成,104/12/10,1,"5,112,109,000","10,000,000",8.50,10.00,104/12/11,105/02/10,Y,,"10,000,000","10,000,000",100.00,"88,517,391",8.85,0.85,,轉讓股份予員工
sii,False,17,1313,聯成,105/05/13,1,"4,370,880,000","10,000,000",7.90,9.70,105/05/16,105/07/15,Y,,"10,000,000","10,000,000",100.00,"89,256,627",8.93,0.85,,轉讓股份予員工
sii,False,17,1313,聯成,109/03/13,1,"5,450,732,950","10,000,000",8.30,11.30,109/03/16,109/05/15,Y,,"10,000,000","10,000,000",100.00,"93,355,874",9.34,0.75,,轉讓股份予員工
sii,False,17,1313,聯成,109/06/10,1,"4,265,604,494","10,000,000",8.60,11.50,109/06/11,109/08/10,Y,,"10,000,000","10,000,000",100.00,"100,558,287",10.06,0.75,,轉讓股份予員工
sii,False,17,1313,聯成,109/08/31,1,"4,914,538,556","20,000,000",11.00,14.00,109/08/07,109/10/06,Y,,"20,000,000","20,000,000",100.00,"260,178,894",13.01,1.50,,轉讓股份予員工
sii,True,累計,1313,聯成,----,----,----,"177,000,000",----,----,----,----,----,,"143,724,000","143,724,000",81.20,"1,529,962,678",----,----,----,----
sii,False,18,1314,中石化,109/03/27,3,"13,715,715,064","50,000,000",5.03,7.50,109/03/30,109/05/29,Y,,0,,0.00,0,0.00,0.00,因市場價格大多高於庫藏股買回執行價格區間上限，且原預定買回期間本公司股價與大盤相較無超跌情形，為維護股東權益及兼顧市場機制，故未執行買回。,維護公司信用及股東權益並辦理註銷
sii,True,累計,1314,中石化,----,----,----,"50,000,000",----,----,----,----,----,,0,0,0.00,0,----,----,----,----
sii,False,19,1315,達新,93/03/29,3,"613,434,167","6,000,000",8.00,15.00,93/03/30,93/05/29,Y,,0,0,0.00,0,0.00,0.00,買回期間集中交易市場變動較預期穩定，致未予執行。,維護公司信用及股東權益並辦理註銷
sii,False,19,1315,達新,94/03/31,3,"749,102,162","10,000,000",9.50,15.00,94/04/04,94/06/03,Y,,"10,000,000","10,000,000",100.00,"105,557,705",10.56,4.14,,維護公司信用及股東權益並辦理註銷
sii,False,19,1315,達新,94/05/30,3,"601,411,381","14,000,000",10.00,15.00,94/06/07,94/07/29,Y,,"2,022,710","2,022,710",14.45,"21,013,881",10.39,0.84,買回期間因股價呈現穩定趨勢，致未能全數執行完畢,維護公司信用及股東權益並辦理註銷
sii,False,19,1315,達新,96/12/19,3,"1,055,203,665","9,500,000",19.00,28.00,96/12/20,97/02/18,Y,,"9,500,000","9,500,000",100.00,"223,697,447",23.55,4.14,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1315,達新,----,----,----,"39,500,000",----,----,----,----,----,,"21,522,710","21,522,710",54.49,"350,269,033",----,----,----,----
sii,False,20,1316,上曜,107/02/23,1,"344,281,725","5,000,000",20.00,28.00,107/02/26,107/04/22,Y,,"4,832,000","5,000,000",96.64,"105,178,750",21.77,3.78,為維護股東權益與兼顧市場機制，故本次買回未予執行完畢。,轉讓股份予員工
sii,False,20,1316,上曜,111/07/08,3,"68,441,709","2,500,000",14.50,25.00,111/07/12,111/09/08,Y,,"2,500,000","2,500,000",100.00,"39,636,060",15.85,1.04,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1316,上曜,----,----,----,"7,500,000",----,----,----,----,----,,"7,332,000","7,500,000",97.76,"144,814,810",----,----,----,----
sii,False,21,1319,東陽,89/09/21,3,"692,150,477","7,894,000",12.00,19.00,89/09/25,89/10/24,Y,,"7,894,000","7,894,000",100.00,"113,736,249",14.41,1.99,,維護公司信用及股東權益並辦理註銷
sii,False,21,1319,東陽,89/10/24,1,"692,150,477","8,000,000",12.00,17.00,89/10/27,89/12/26,Y,,"6,996,000","6,996,000",87.45,"97,245,151",13.90,1.77,考量市場參與度及價格穩定因素,轉讓股份予員工
