market,is_cumulative,seq,code,name,board_date,purpose_code,amount_cap,planned_shares,price_low,price_high,period_start,period_end,done,standard_data,bought_shares,cancelled_transferred_shares,bought_ratio_pct,bought_amount,avg_price,bought_of_outstanding_pct,note,purpose_text
sii,False,92,1609,大亞,90/09/24,3,"598,970,364","8,000,000",2.15,10.00,90/09/25,90/11/23,Y,,"7,956,000","7,956,000",99.45,"27,232,639",3.42,1.47,因市場成交量不足,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,90/11/26,3,"471,891,721","8,000,000",2.38,10.00,90/11/27,91/01/25,Y,,"8,000,000","8,000,000",100.00,"30,708,255",3.84,1.53,,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,91/01/25,3,"471,891,721","8,000,000",2.79,10.00,91/01/28,91/03/28,Y,,"6,845,000","6,845,000",85.56,"43,213,759",6.31,1.30,因3月15日至3月25日市場成交量不足,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,91/04/12,3,"545,628,369","15,000,000",8.45,17.50,91/04/15,91/06/13,Y,,"15,000,000","15,000,000",100.00,"190,086,988",12.67,2.95,,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,91/05/09,3,"647,177,559","16,000,000",8.80,18.10,91/05/13,91/07/11,Y,,"9,948,000","9,948,000",62.18,"115,295,116",11.59,1.98,因股價高於淨值且成交量不足,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,91/08/27,3,"794,027,500","10,000,000",7.15,15.90,91/08/28,91/10/26,Y,,"10,000,000","10,000,000",100.00,"98,131,752",9.81,2.10,,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,91/10/30,3,"897,996,280","10,000,000",5.95,12.65,91/10/31,91/12/29,Y,,"1,411,000","1,411,000",14.11,"15,681,813",11.11,0.30,實施期間股價穩定，公司逢低承接不追高為原則，致未達成。,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,94/10/26,3,"726,266,111","10,000,000",5.17,9.10,94/10/27,94/12/26,Y,,"10,000,000","10,000,000",100.00,"80,454,190",8.05,1.97,,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,97/06/27,3,"1,335,002,645","12,000,000",5.60,14.43,97/07/01,97/08/29,Y,,"10,017,000","10,017,000",83.48,"79,305,586",7.92,1.68,97年8月28日~97年8月29日除權息事宜停止買回股份,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,97/09/11,3,"1,480,314,930","12,000,000",5.36,11.60,97/09/16,97/11/10,Y,,"10,014,000","10,014,000",83.45,"55,997,778",5.59,1.66,成交量不足,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,97/11/12,3,"1,533,545,798","10,000,000",4.13,8.43,97/11/13,98/01/11,Y,,"10,000,000","10,000,000",100.00,"53,874,764",5.39,1.71,,維護公司信用及股東權益並辦理註銷
sii,False,92,1609,大亞,100/09/30,1,"420,684,278","8,000,000",5.39,12.30,100/10/01,100/11/29,Y,,"8,000,000","8,000,000",100.00,"64,357,990",8.04,1.38,,轉讓股份予員工
sii,False,92,1609,大亞,109/03/16,1,"1,010,283,159","10,000,000",5.68,15.55,109/03/17,109/05/15,Y,,"5,500,000",,55.00,"54,141,308",9.84,0.92,為考量資金有效運用並維護股東權益，本公司視股價變化採分批買回，故本次庫藏股未能執行完畢。,轉讓股份予員工
sii,True,累計,1609,大亞,----,----,----,"170,000,000",----,----,----,----,----,,"145,340,000","139,840,000",85.49,"1,056,895,524",----,----,----,----
sii,False,93,1611,中電,89/11/27,3,"838,574,603","17,890,000",6.00,11.00,89/11/28,90/01/27,Y,,"391,000","391,000",2.19,"3,246,844",8.30,0.11,因股價波動，限時限價掛單買進，致未能按預計數量買回。,維護公司信用及股東權益並辦理註銷
sii,False,93,1611,中電,90/02/15,3,"838,574,603","5,368,000",7.00,11.50,90/02/16,90/03/31,Y,,"3,769,000","3,769,000",70.21,"35,195,316",9.34,1.05,因受市場成交數量少及漲幅3.5%之限制，無法買回預定數量，但已達,維護公司信用及股東權益並辦理註銷
sii,False,93,1611,中電,90/04/25,3,"704,630,998","5,368,000",7.00,11.50,90/04/26,90/06/25,Y,,"5,368,000","5,368,000",100.00,"46,345,103",8.63,1.50,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1611,中電,----,----,----,"28,626,000",----,----,----,----,----,,"9,528,000","9,528,000",33.28,"84,787,263",----,----,----,----
sii,False,94,1612,宏泰,89/10/31,1,"1,066,627,000","10,000,000",7.35,15.90,89/11/02,90/01/02,Y,,"3,887,000","1,611,013",38.87,"37,171,044",9.56,1.23,"經濟基本面不佳與政經因素不穩定,造成股市低迷、市場成交量小,及",轉讓股份予員工
sii,False,94,1612,宏泰,90/05/08,1,"758,059,000","6,000,000",5.60,13.20,90/05/10,90/07/10,Y,,"2,734,000","1,133,135",45.57,"20,693,381",7.57,0.86,,轉讓股份予員工
sii,False,94,1612,宏泰,91/05/02,1,"642,999,000","6,000,000",5.00,11.60,91/05/04,91/07/03,Y,,"3,737,000","3,737,000",62.28,"26,630,828",7.13,1.13,全球經濟景氣緩慢復甦，結果不如預期，2Q自高檔反轉走跌賣壓沉重,轉讓股份予員工
sii,False,94,1612,宏泰,97/09/17,3,"1,377,411,864","10,000,000",7.56,23.14,97/09/18,97/11/17,Y,,"5,712,000","5,712,000",57.12,"56,075,350",9.82,1.73,基於公司資金運用效益，並顧及股東權益之整體考量，採分批買回策略，故未全數執行完畢。,維護公司信用及股東權益並辦理註銷
sii,False,94,1612,宏泰,104/10/29,3,"1,481,168,574","10,000,000",6.00,12.00,104/10/29,104/12/28,Y,,"8,071,000","8,071,000",80.71,"68,451,010",8.48,2.49,基於維護股東權益與兼顧市場機制，並考量資金效益，故未予以執行完畢。,維護公司信用及股東權益並辦理註銷
sii,True,累計,1612,宏泰,----,----,----,"42,000,000",----,----,----,----,----,,"24,141,000","20,264,148",57.48,"209,021,613",----,----,----,----
sii,False,95,1614,三洋電,90/11/21,1,"1,602,626,000","3,000,000",8.65,12.85,90/11/23,91/01/22,Y,,"1,506,000","1,506,000",50.20,"13,714,307",9.11,0.48,賣壓趨緩，交易量不大。,轉讓股份予員工
sii,False,95,1614,三洋電,91/01/23,1,"1,602,626,000","2,000,000",9.20,13.80,91/01/24,91/03/23,Y,,"675,000","675,000",33.75,"6,995,048",10.36,0.21,"賣壓趨緩,交易量不大",轉讓股份予員工
sii,False,95,1614,三洋電,91/03/20,1,"1,602,626,000","2,000,000",11.30,16.70,91/03/24,91/05/23,Y,,"869,000","869,000",43.45,"10,552,297",12.14,0.27,賣壓趨緩，交易量不大,轉讓股份予員工
sii,False,95,1614,三洋電,91/06/14,1,"1,547,342,754","1,500,000",13.55,19.40,91/06/17,91/08/16,Y,,"526,000","526,000",35.07,"6,488,689",12.34,0.17,賣壓趨緩，交易量不大,轉讓股份予員工
sii,False,95,1614,三洋電,91/08/21,1,"1,547,342,754","1,500,000",12.70,19.40,91/08/22,91/10/21,Y,,"1,500,000","1,500,000",100.00,"17,278,335",11.52,0.47,,轉讓股份予員工
sii,False,95,1614,三洋電,91/10/07,1,"1,706,222,000","5,000,000",9.00,17.90,91/10/08,91/12/07,Y,,"331,000","331,000",6.62,"4,120,157",12.45,0.10,施行期間，股價快速揚昇，如追高買入，將大幅提高轉換員工價格，,轉讓股份予員工
sii,False,95,1614,三洋電,91/12/18,1,"1,809,032,000","3,000,000",11.00,19.30,91/12/19,92/02/18,Y,,"745,000","745,000",24.83,"9,486,704",12.73,0.24,施行期間，股價盤堅向上，如追高買入，將大幅提高,轉讓股份予員工
sii,False,95,1614,三洋電,92/02/18,1,"1,809,032,000","3,000,000",10.00,19.80,92/02/19,92/04/18,Y,,"295,000","295,000",9.83,"3,803,207",12.89,0.09,施行期間，股價盤堅向上，如追高買入，將大幅提高,轉讓股份予員工
sii,True,累計,1614,三洋電,----,----,----,"21,000,000",----,----,----,----,----,,"6,447,000","6,447,000",30.70,"72,438,744",----,----,----,----
sii,False,96,1616,億泰,89/11/07,3,"813,419,000","10,000,000",5.00,11.00,89/11/09,90/01/08,Y,,"10,000,000","10,000,000",100.00,"79,491,635",7.95,9.84,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1616,億泰,----,----,----,"10,000,000",----,----,----,----,----,,"10,000,000","10,000,000",100.00,"79,491,635",----,----,----,----
sii,False,97,1617,榮星,91/08/26,3,"427,496,364","5,000,000",14.77,28.89,91/08/27,91/10/26,Y,,"464,000","464,000",9.28,"8,122,698",17.51,0.43,1.股市未如預期不理想。2.本公司股價表現尚可。,維護公司信用及股東權益並辦理註銷
sii,False,97,1617,榮星,97/10/22,3,"421,903,305","1,000,000",3.64,10.00,97/10/24,97/12/22,Y,,"555,000","555,000",55.50,"2,798,843",5.04,0.47,成交量低，視股價變化採取分批買回策略。,維護公司信用及股東權益並辦理註銷
sii,False,97,1617,榮星,104/08/12,1,"101,097,744","1,000,000",5.00,10.00,104/08/13,104/10/12,Y,,"1,000,000","1,000,000",100.00,"7,001,392",7.00,0.69,,轉讓股份予員工
sii,True,累計,1617,榮星,----,----,----,"7,000,000",----,----,----,----,----,,"2,019,000","2,019,000",28.84,"17,922,933",----,----,----,----
sii,False,98,1626,艾美特-KY,105/08/05,3,"1,218,783,631","1,000,000",18.35,38.75,105/08/08,105/10/07,Y,,"41,000","41,000",4.10,"1,087,741",26.53,0.03,為兼顧市場機制不影響股價，本公司視股價變化及成交量狀況採行分批買回策略，故未執行完畢。,維護公司信用及股東權益並辦理註銷
sii,False,98,1626,艾美特-KY,105/11/04,3,"1,402,684,888","1,000,000",17.60,40.00,105/11/07,106/01/06,Y,,"442,000","442,000",44.20,"11,224,890",25.40,0.36,為兼顧市場機制不影響股價，本公司視股價變化及成交量狀況採行分批買回策略，故未執行完畢。,維護公司信用及股東權益並辦理註銷
sii,False,98,1626,艾美特-KY,106/03/03,1,"1,335,882,669","600,000",18.35,39.00,106/03/06,106/05/05,Y,,"316,000","316,000",52.67,"9,352,271",29.60,0.26,為兼顧市場機制不影響股價，本公司視股價變化及成交量狀況採行分批買回策略，故未執行完畢。,轉讓股份予員工
sii,False,98,1626,艾美特-KY,106/12/15,1,"1,216,996,789","500,000",16.75,38.00,107/01/03,107/02/12,Y,,"500,000","500,000",100.00,"12,474,120",24.95,0.41,,轉讓股份予員工
sii,False,98,1626,艾美特-KY,110/03/15,3,"1,472,264,175","1,000,000",20.00,30.00,110/03/16,110/05/15,Y,,"997,000","997,000",99.70,"27,262,589",27.34,0.71,基於維護股東權益並兼顧市場機制，公司視股價變化及成交量狀況採取分批買回策略，故未全數執行完畢。,維護公司信用及股東權益並辦理註銷
sii,False,98,1626,艾美特-KY,113/08/14,3,"1,493,919,962","3,000,000",13.00,22.00,113/08/15,113/10/14,Y,,"3,000,000","3,000,000",100.00,"49,025,838",16.34,1.96,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1626,艾美特-KY,----,----,----,"7,100,000",----,----,----,----,----,,"5,296,000","5,296,000",74.59,"110,427,449",----,----,----,----
sii,False,99,1707,葡萄王,94/07/05,1,"41,969,551","3,200,000",5.95,13.10,94/07/07,94/09/05,Y,,"3,200,000",,100.00,"27,636,516",8.64,2.45,,轉讓股份予員工
sii,False,99,1707,葡萄王,106/01/03,1,"2,813,161,190","3,000,000",118.00,349.50,106/01/04,106/03/03,Y,,"508,000","508,000",16.93,"91,061,773",179.26,0.38,基於資金有效運用及維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未執行完畢。,轉讓股份予員工
sii,True,累計,1707,葡萄王,----,----,----,"6,200,000",----,----,----,----,----,,"3,708,000","508,000",59.81,"118,698,289",----,----,----,----
sii,False,100,1708,東鹼,93/08/26,1,"386,892,252","3,000,000",6.00,8.00,93/08/27,93/10/26,Y,,"1,099,000","1,099,000",36.63,"8,482,610",7.72,0.52,市場平均交易量不大及價格未能十分理想,轉讓股份予員工
sii,False,100,1708,東鹼,93/11/02,1,"410,586,297","1,000,000",7.00,9.00,93/11/03,94/01/02,Y,,"1,000,000","1,000,000",100.00,"7,664,366",7.66,0.48,,轉讓股份予員工
sii,False,100,1708,東鹼,93/12/28,1,"410,586,297","901,000",7.00,9.00,93/12/29,94/02/28,Y,,"901,000","901,000",100.00,"7,091,691",7.87,0.43,,轉讓股份予員工
sii,True,累計,1708,東鹼,----,----,----,"4,901,000",----,----,----,----,----,,"3,000,000","3,000,000",61.21,"23,238,667",----,----,----,----
sii,False,101,1709,和益,109/05/13,1,"1,447,211,917","9,540,000",10.00,18.00,109/05/14,109/07/13,Y,,0,,0.00,0,0.00,0.00,因執行買回期間，股價已漸趨穩定，考量員工認購意願及減少對集中市場股價之影響，故未予執行。,轉讓股份予員工
sii,True,累計,1709,和益,----,----,----,"9,540,000",----,----,----,----,----,,0,0,0.00,0,----,----,----,----
sii,False,102,1710,東聯,89/12/11,3,"426,410,000","25,550,000",4.97,11.58,89/12/13,90/02/12,Y,,"5,213,000","5,213,000",20.40,"43,922,650",8.43,1.02,(1)掛單但未搓合成功 (2)股票市價超過買回區間價格之上限(90/1/1,維護公司信用及股東權益並辦理註銷
sii,False,102,1710,東聯,90/04/20,3,"252,211,000","10,220,000",6.16,15.60,90/04/23,90/06/22,Y,,"9,995,000","9,995,000",97.80,"91,659,700",9.17,1.98,,維護公司信用及股東權益並辦理註銷
sii,False,102,1710,東聯,90/09/21,3,"581,445,000","10,000,000",6.80,12.90,90/09/24,90/11/23,Y,,"7,349,000","7,349,000",73.49,"66,750,050",9.08,1.45,(1)由於股價波動本公司採限時限價買進故掛單無法全數搓合成功(2),維護公司信用及股東權益並辦理註銷
sii,True,累計,1710,東聯,----,----,----,"45,770,000",----,----,----,----,----,,"22,557,000","22,557,000",49.28,"202,332,400",----,----,----,----
sii,False,103,1711,永光,89/10/05,1,"1,027,896,434","3,000,000",7.70,15.40,89/10/06,89/11/05,Y,,"3,000,000","3,000,000",100.00,"33,299,022",11.10,0.80,,轉讓股份予員工
sii,False,103,1711,永光,89/11/20,1,"1,004,516,000","5,000,000",6.50,14.90,89/11/21,90/01/20,Y,,"5,000,000","5,000,000",100.00,"44,307,049",8.86,1.34,,轉讓股份予員工
sii,False,103,1711,永光,90/03/22,1,"970,164,000","5,000,000",12.00,19.00,90/03/26,90/05/16,Y,,"4,000,000","4,000,000",80.00,"46,744,408",11.69,1.07,執行期間以限時限價為原則，因股價上下波動，致期間屆滿買回四百,轉讓股份予員工
sii,False,103,1711,永光,91/06/14,3,"982,700,000","10,000,000",10.00,15.00,91/06/14,91/08/13,Y,,"10,000,000","10,000,000",100.00,"107,776,124",10.78,2.58,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1711,永光,----,----,----,"23,000,000",----,----,----,----,----,,"22,000,000","22,000,000",95.65,"232,126,603",----,----,----,----
sii,False,104,1712,興農,89/09/08,3,"613,661,687","4,600,000",3.49,7.06,89/09/11,89/10/09,Y,,"2,130,000","2,130,000",46.30,"9,454,330",4.44,0.62,因受限於價格及成交量低之故無法全數買回,維護公司信用及股東權益並辦理註銷
sii,False,104,1712,興農,89/10/16,3,"569,319,627","11,625,000",3.78,6.65,89/10/17,89/12/16,Y,,"2,152,000","2,152,000",18.51,"8,954,720",4.16,0.62,市場成交量偏低且為避免影響市場行情，致無法全依申報數全數買回,維護公司信用及股東權益並辦理註銷
sii,False,104,1712,興農,89/12/29,3,"590,707,000","12,000,000",2.69,6.10,90/01/02,90/02/28,Y,,"3,370,000","3,370,000",28.08,"15,856,545",4.71,0.98,因市場交易量偏低且為避免影響市場行情故無法依申報數全數買回,維護公司信用及股東權益並辦理註銷
sii,False,104,1712,興農,90/03/28,3,"590,707,000","11,000,000",3.68,7.55,90/03/30,90/05/29,Y,,"59,000","59,000",0.54,"429,110",7.27,0.02,因股價價格超過申報買回之上限，故無法依申報數全數買回,維護公司信用及股東權益並辦理註銷
sii,False,104,1712,興農,96/12/28,3,"838,606,668","30,000,000",5.99,11.00,96/12/29,97/02/28,Y,,"14,186,000","14,186,000",47.29,"135,067,192",9.52,3.89,市場價格已回歸穩定,維護公司信用及股東權益並辦理註銷
sii,False,104,1712,興農,97/04/11,3,"615,676,310","20,000,000",9.70,17.00,97/04/14,97/06/13,Y,,"963,000","963,000",4.82,"14,142,422",14.69,0.26,市場價格已回歸穩定,維護公司信用及股東權益並辦理註銷
sii,False,104,1712,興農,97/08/19,1,"734,925,984","7,000,000",7.49,19.37,97/08/20,97/10/19,Y,,"7,000,000","7,000,000",100.00,"65,913,713",9.42,2.00,,轉讓股份予員工
sii,False,104,1712,興農,98/06/19,1,"866,344,895","5,000,000",9.73,23.06,98/06/20,98/08/19,Y,,"240,000","240,000",4.80,"3,403,840",14.18,0.07,市場價格已回歸穩定,轉讓股份予員工
sii,False,104,1712,興農,98/11/27,1,"1,048,492,142","7,000,000",9.59,20.73,98/11/28,99/01/27,Y,,0,,0.00,0,0.00,0.00,"因原訂買回期間股價穩定上漲,為顧及股東權益及考量員工未來認股意願,故未執行。",轉讓股份予員工
sii,False,104,1712,興農,99/02/03,1,"1,048,492,142","7,000,000",9.00,21.32,99/02/04,99/04/03,Y,,"557,000","557,000",7.96,"6,864,058",12.32,0.16,"因原訂買回期間股價穩定上漲,為顧及股東權益及考量員工未來認股意願,故未執行。",轉讓股份予員工
sii,False,104,1712,興農,99/06/28,1,"870,012,509","5,000,000",9.31,19.72,99/06/29,99/08/28,Y,,0,,0.00,0,0.00,0.00,"因原訂買回期間股價穩定上漲,為顧及股東權益及考量員工未來認股意願,故未執行。",轉讓股份予員工
sii,False,104,1712,興農,100/10/14,1,"992,706,335","4,000,000",7.77,13.00,100/10/17,100/10/31,Y,,"2,395,000","2,395,000",59.88,"27,553,143",11.50,0.68,"考量員工未來認股意願,故未全部執行",轉讓股份予員工
sii,False,104,1712,興農,100/10/14,3,"992,706,335","19,000,000",7.77,13.00,100/11/01,100/12/14,Y,,"19,000,000","19,000,000",100.00,"228,103,109",12.01,5.39,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1712,興農,----,----,----,"143,225,000",----,----,----,----,----,,"52,052,000","52,052,000",36.34,"515,742,182",----,----,----,----
sii,False,105,1714,和桐,89/10/04,3,"998,948,000","5,000,000",16.00,24.00,89/10/05,89/11/04,Y,,"3,915,000","3,915,000",78.30,"53,547,353",13.68,1.03,執行初期市場價格低於買回價格區間下限本公司無法執行買回直至10,維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,89/11/10,3,"1,016,845,000","7,500,000",16.00,21.00,89/11/13,90/01/12,Y,,"7,500,000","7,500,000",100.00,"98,502,956",13.13,1.61,,維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,89/12/07,3,"1,016,845,000","10,000,000",16.00,20.00,89/12/11,90/02/10,Y,,"10,000,000","10,000,000",100.00,"140,440,541",14.04,2.15,,維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,92/04/29,3,"526,627,089","13,000,000",14.00,21.00,92/04/30,92/06/29,Y,,"12,013,000","12,013,000",92.41,"175,996,784",14.65,2.08,市場價格未如預期,維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,93/05/06,3,"679,503,340","20,000,000",11.75,17.60,93/05/07,93/07/06,Y,,"16,445,000","16,445,000",82.23,"191,797,777",11.66,2.69,因股價波動及限時限價限量掛單買進，致使部分買單未能撮合成交，,維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,93/07/13,3,"679,503,340","13,000,000",11.00,17.00,93/07/14,93/09/13,Y,,"7,048,000","7,048,000",54.22,"75,997,162",10.78,1.15,因股價波動及限時限價限量掛單買進，致使部分買單未能撮合成交，,維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,94/09/22,3,"185,827,184","15,000,000",6.02,9.39,94/09/23,94/11/22,Y,,"12,187,000","12,187,000",81.25,"81,946,071",6.72,1.97,"因股價波動及限時限價限量掛單買進,致使部分買單未能撮合成交,故未全數買回",維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,97/09/06,3,"311,608,841","20,000,000",6.33,15.28,97/09/08,97/11/07,Y,,"18,988,000","18,988,000",94.94,"155,676,587",8.20,3.13,"執行期間,適逢國際金融風暴及整體經濟環境未明,為顧及本公司股東權益並考量資金之有效運用,致本次未能按預定數量全數買回.",維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,97/11/20,3,"679,018,327","20,000,000",6.60,11.48,97/11/21,98/01/20,Y,,"289,000","289,000",1.45,"2,094,699",7.25,0.05,執行期間，因考量全球經濟景氣未明，公司為求資金有效運用，故未執行完畢。,維護公司信用及股東權益並辦理註銷
sii,False,105,1714,和桐,103/10/09,1,"1,040,095,805","15,000,000",9.98,16.05,103/10/13,103/12/12,Y,,"4,768,000","4,768,000",31.79,"47,271,655",9.91,0.50,為維護整體股東權益及考量資金有效運用，致本次未執行完畢。,轉讓股份予員工
sii,False,105,1714,和桐,114/03/12,3,"1,959,545,343","25,000,000",6.50,11.00,114/03/13,114/05/12,Y,,"25,000,000","25,000,000",100.00,"209,298,100",8.37,2.46,,維護公司信用及股東權益並辦理註銷
sii,True,累計,1714,和桐,----,----,----,"163,500,000",----,----,----,----,----,,"118,153,000","118,153,000",72.26,"1,232,569,685",----,----,----,----
sii,False,106,1717,長興,114/05/09,3,"13,060,199,271","10,000,000",20.00,30.00,114/05/12,114/07/11,Y,,"6,020,000","6,020,000",60.20,"151,203,947",25.12,0.51,為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回策略，雖未全數執行完畢，但執行率已達60.2%。,維護公司信用及股東權益並辦理註銷
sii,True,累計,1717,長興,----,----,----,"10,000,000",----,----,----,----,----,,"6,020,000","6,020,000",60.20,"151,203,947",----,----,----,----
sii,False,107,1718,中纖,94/05/27,1,"3,026,848,218","50,000,000",9.90,21.00,94/05/30,94/06/30,Y,,"28,770,000","28,770,000",57.54,"430,908,501",14.98,2.38,"為維護整體股東權益,本公司視股價在市場上之變化採分批買回策略",轉讓股份予員工
sii,False,107,1718,中纖,95/03/20,1,"1,660,478,764","40,000,000",5.80,12.30,95/03/21,95/04/21,Y,,"24,487,000","24,487,000",61.22,"205,477,703",8.39,1.67,"為維護整體股東權益,本公司視股價在市場上之變化採分批買回策略",轉讓股份予員工
sii,False,107,1718,中纖,97/01/28,1,"2,240,376,582","25,000,000",5.80,16.00,97/01/29,97/03/27,Y,,"20,463,000","20,463,000",81.85,"191,680,870",9.37,1.40,"為維護整體股東權益,本公司視股價在市場上之變化採分批買回策略。",轉讓股份予員工
sii,False,107,1718,中纖,97/06/13,1,"1,462,656,043","5,000,000",7.00,17.10,97/06/16,97/08/13,Y,,"5,000,000","5,000,000",100.00,"49,423,824",9.88,0.34,,轉讓股份予員工
sii,False,107,1718,中纖,97/06/24,1,"1,462,656,043","10,000,000",6.60,16.60,97/06/25,97/08/22,Y,,"10,000,000","10,000,000",100.00,"99,682,446",9.97,0.68,,轉讓股份予員工
sii,False,107,1718,中纖,97/07/01,1,"1,462,656,043","20,000,000",6.50,15.90,97/07/02,97/08/29,Y,,"20,000,000","20,000,000",100.00,"167,954,572",8.40,1.37,,轉讓股份予員工
sii,False,107,1718,中纖,97/08/12,1,"1,462,656,043","20,000,000",5.10,12.70,97/08/13,97/10/10,Y,,"17,489,000","17,489,000",87.45,"98,204,724",5.62,1.22,為維護整體股東權益，本公司視股價在市場上之變化採分批買回策略。,轉讓股份予員工
sii,False,107,1718,中纖,100/05/20,1,"1,879,744,334","10,000,000",8.50,20.30,100/05/23,100/07/20,Y,,"10,000,000","10,000,000",100.00,"122,189,021",12.22,0.71,,轉讓股份予員工
sii,False,107,1718,中纖,100/06/20,1,"1,879,744,334","20,000,000",8.50,19.10,100/06/21,100/08/18,Y,,"18,897,000","18,897,000",94.49,"229,337,907",12.14,1.34,為維護整體股東權益，本公司視股價在市場上之變化採分批買回策略。,轉讓股份予員工
sii,False,107,1718,中纖,100/09/14,1,"2,017,568,159","10,000,000",7.70,18.20,100/09/15,100/11/12,Y,,"10,000,000","10,000,000",100.00,"103,495,203",10.35,0.71,,轉讓股份予員工
sii,False,107,1718,中纖,100/09/28,1,"2,017,568,159","10,000,000",7.30,17.20,100/09/29,100/11/26,Y,,"10,000,000","10,000,000",100.00,"97,877,559",9.79,0.71,,轉讓股份予員工
sii,False,107,1718,中纖,100/11/28,1,"2,224,318,649","5,000,000",6.50,15.40,100/11/29,101/01/18,Y,,"3,000,000","3,000,000",60.00,"27,040,900",9.01,0.21,"為維護整體股東權益,本公司視股價在市場上之變化採分批買回策略",轉讓股份予員工
sii,False,107,1718,中纖,103/10/16,1,"5,270,817,690","20,000,000",5.40,13.30,103/10/20,103/12/15,Y,,"900,000","900,000",4.50,"7,365,059",8.18,0.07,"為維護整體股東權益,本公司視股價在市場上之變化採分批買回策略",轉讓股份予員工
sii,False,107,1718,中纖,104/07/28,1,"6,472,280,437","10,000,000",5.50,13.90,104/07/29,104/09/25,Y,,"2,743,000","2,743,000",27.43,"22,402,445",8.17,0.20,"為維護整體股東權益,本公司視股價在市場上之變化採分批買回策略",轉讓股份予員工
sii,False,107,1718,中纖,104/12/15,1,"6,997,823,399","5,000,000",5.50,12.90,104/12/16,105/02/01,Y,,"2,046,000","2,046,000",40.92,"15,909,711",7.78,0.15,"為維護整體股東權益,本公司視股價在市場上之變化採分批買回策略",轉讓股份予員工
sii,False,107,1718,中纖,109/03/20,1,"3,680,468,488","20,000,000",3.49,10.50,109/03/23,109/05/22,Y,,"304,000","304,000",1.52,"1,745,662",5.74,0.02,"為維護整體股東權益,本公司視股價在市場上之變化採分批買回策略。",轉讓股份予員工
sii,True,累計,1718,中纖,----,----,----,"280,000,000",----,----,----,----,----,,"184,099,000","184,099,000",65.75,"1,870,696,107",----,----,----,----
sii,False,108,1720,生達,91/10/28,1,"289,842,138","1,500,000",17.00,25.00,91/11/01,91/12/31,Y,,"250,000","250,000",16.67,"4,647,910",18.59,0.21,股價已趨平穩，為維護股東權益，並考量員工未來認股意願,轉讓股份予員工
sii,False,108,1720,生達,93/03/22,1,"315,036,159","500,000",17.00,25.00,93/03/23,93/05/22,Y,,"500,000","500,000",100.00,"8,958,642",17.92,0.40,,轉讓股份予員工
sii,False,108,1720,生達,95/08/29,1,"681,627,723","2,000,000",12.00,20.00,95/08/30,95/10/29,Y,,"544,000","544,000",27.20,"8,794,010",16.17,0.36,股價回升並漸趨平穩,轉讓股份予員工
sii,False,108,1720,生達,97/10/14,1,"781,356,294","1,000,000",12.00,22.00,97/10/15,97/12/14,Y,,"508,000","508,000",50.80,"9,641,761",18.98,0.34,依證券市場之交易狀況配合量價變化，採取分批買回策略，並考量未來員工認股意願。,轉讓股份予員工
sii,True,累計,1720,生達,----,----,----,"5,000,000",----,----,----,----,----,,"1,802,000","1,802,000",36.04,"32,042,323",----,----,----,----
sii,False,109,1721,三晃,107/11/12,3,"90,750,310","6,000,000",6.50,14.00,107/11/13,108/01/12,Y,,"5,319,000","5,319,000",88.65,"52,768,285",9.92,2.39,為兼顧市場機制避免影響股價，本公司視股價變化及成交量狀況分批買回，故未能執行完畢。,維護公司信用及股東權益並辦理註銷
sii,True,累計,1721,三晃,----,----,----,"6,000,000",----,----,----,----,----,,"5,319,000","5,319,000",88.65,"52,768,285",----,----,----,----
sii,False,110,1722,台肥,89/10/17,1,"4,128,997,978","9,000,000",11.00,22.00,89/10/18,89/12/16,Y,,"9,000,000","9,000,000",100.00,"151,716,612",16.86,0.92,,轉讓股份予員工
sii,True,累計,1722,台肥,----,----,----,"9,000,000",----,----,----,----,----,,"9,000,000","9,000,000",100.00,"151,716,612",----,----,----,----
